company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
KitchenPal,https://e27.co/startup/kitchenpal,kitchenpalapp.com,Singapore,,March 2018,,1,https://www.linkedin.com/company/kitchenpal/,,,"Platform to Help Users Shop, Save, Cook, Eat & Live Better","KitchenPal is a mobile-based digital assistant that revolutionises the way you cook, eat and shop for groceries."
Plackal Tech,https://e27.co/startup/plackal-tech,maya.live,India,"Healthtech,Mobile",,,0,"http://www.twitter.com/MayaTheApp,https://www.linkedin.com/company/plackal-tech",,,"Plackal is on a mission to further women’s health using technology. They are making that happen through a blend of mobile, wearables, analytics and machine learning. Join the revolution!",They are Plackal. They are the team behind the popular health tracking app for women – Maya (Previously LoveCycles). Their app has touched the lives of 6 million women worldwide and they are just getting started!
FairAgora,https://e27.co/startup/fairagora,fairagora.com,Thailand,"Agritech,Enterprise Solution,Big Data,Logistics/Supply Chain,Retail",January 2014,,1,"http://www.twitter.com/fairagora,http://www.linkedin.com/in/Verifik8",,,We are a consultancy firm based in Southeast Asia promoting innovative solution to improve agribusiness social and environmental performances.,
Shapecrunch,https://e27.co/startup/shapecrunch,shapecrunch.com,India,,,,0,http://www.twitter.com/shape_crunch,,,"Making custom foot insoles for people with foot problems such as Flat Feet, Plantar Fasciitis etc with 3D Printing and Smart ML algorithm. No scanner required, just 3 Foot pictures with our app.","Shapecrunch makes custom foot insoles for people with foot problems such as Flat Feet, Plantar Fasciitis, Diabetic Foot etc."
FindAttorneys.Org,https://e27.co/startup/findattorneys-org,findattorneys.org,United States of America,,January 2018,,1,"http://www.twitter.com/attorneys_org,https://www.facebook.com/FindAttorneysOrg-1616906011725349/",,,"Find your attorneys and law firm with Find Attorneys Directory, best and free attorney directory online. Find List of attorney directories, free and paid directory listings of Law Firms and Attorneys.","Find your attorneys and law firm with Find Attorneys Directory, best and free attorney directory online. Find List of attorney directories, free and paid directory listings of Law Firms and Attorneys. FindAttorneys.Org presents legal commentary on wide variety of legal topics. Submit your guest post here for free. We hope you’ll join in on the discussion."
DHL eCommerce (Malaysia) Sdn Bhd,https://e27.co/startup/dhl-ecommerce-malaysia-sdn-bhd,dhl.com,Malaysia,Logistics/Supply Chain,April 2017,,1,,,,"As the world’s leading logistics company, DHL offers a wide range of interesting job challenges and opportunities in our different divisions around the globe","DHL is present in over 220 countries and territories across the globe, making it the most international company in the world. With a workforce exceeding 350,000 employees, we provide solutions for an almost infinite number of logistics needs."
Sandep.jsc,https://e27.co/startup/sandep-jsc,sango.us,Vietnam,,,,1,,,,"Sàn Đẹp nhập khẩu và phân phối, thi công lắp đặt sàn gỗ công nghiệp, sàn gỗ tự nhiên, sàn nhựa, sàn gỗ nhựa ngoài trời giá rẻ tại Hà Nội",
FastCo Pte Ltd,https://e27.co/startup/fastco-pte-ltd,fastjobs.sg,Singapore,,,,0,,,,FastJobs is a fast and simple mobile platform for both job seekers and employers to fill non- executive and part-time jobs on the go.,
Advvy,https://e27.co/startup/advvy,advvy.com,Australia,"Advertising,Media,Enterprise Solution,Software as a Service",October 2015,,1,"http://www.twitter.com/AdvvyHQ,https://www.linkedin.com/company-beta/6402338/",,,"Advvy is a Media Agency workflow platform that streamlines inefficient campaign planning processes so employees can work smarter, while giving management real-time visibility into performance.","Advvy is the only enterprise grade workflow management platform just for Media Agencies. Our cloud-based platform transforms inefficient manual processes into a workflow solution to allow Agency employees to work smarter, while giving management real-time visibility into their campaign activity and performance."
Mobius Innovations,https://e27.co/startup/mobius-innovati,mobius.ai,Singapore,"Big Data,Mobile,Software as a Service,Agency & Consulting",,,0,"http://www.twitter.com/mobiustweets,https://www.linkedin.com/company/2650724?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2650724%2Cidx%3A1-1-1%2CtarId%3A1439346312710%2Ctas%3Amobius%20innovation",,,"Mobius Innovations is an energetic stealth mode startup in Singapore, working on making a dent in the mobile application universe.","Mobius Innovations is an energetic stealth mode startup in Singapore, working on making a dent in the mobile application universe. They are building a framework to enable mobile developers embed context aware decision support into their apps. The founding team has prior experience in setting up software and predictive analytics companies."
Gooff9,https://e27.co/startup/gooff9,gooff9.hk,Hong Kong,Advertising,,,0,http://www.twitter.com/gooff9hk,,,"Gooff9 is a one-stop solution to address the fundamental out-going needs of human beings, by providing streamlined the event search, registration, and planning.","Gooff9 is a one-stop solution to address the fundamental out-going needs of human beings, by providing streamlined the event search, registration, and planning."
WiAds,https://e27.co/startup/wiad,wiads.vn,Vietnam,Enterprise Solution,,,0,,,,"WiAds is a Wi-Fi marketing solution for Local SMEs. The idea for the platform started from the question, “Why can’t local SMEs bring their products and services to local people","WiAds is a Wi-Fi marketing solution for Local SMEs. The idea for the platform started from the question, “Why can’t local SMEs bring their products and services to local people instead of spending money on advertising to sell in another market?” It took the team 10 days to establish company and 20 days to build the firmware to deploy its network in Da Nang and Hue cities. After six months, it has 450 access points in Da Nang, 100 APs in Hue, and nearly 100 APs in Ha Noi."
Kristal.AI-)  O2O Technologies Pte Ltd,https://e27.co/startup/kristal-ai-o2o-technologies-pte-ltd,kristal.ai,Singapore,,,,1,,,,"We are an award winning AI-driven investment management company, operational in India, Singapore, and Hong Kong. We specialize in building best-in-class investment portfolios.","Our diverse team comprises of 40+ people spread across three countries, backed by a strong and supportive management team comprising of ex-IITians and IIM-ians, with a combined 50+ years of work experience in JP Morgan, Citibank, BNP Paribas, Yahoo, Cognizant, and IBM Security. We are also backed by a leading VC in India - IDG Ventures."
Mua Ban OTO,https://e27.co/startup/ot,xeoto.com.vn,Vietnam,"Automotive,Enterprise Solution,Agency & Consulting,Design ,Manufacturing,Advertising,Media,PR & Communications,Real Estate,Information & Communications Technology",October 2017,,0,https://www.facebook.com/169884880264134,,,Xeoto.com.vn mua ban oto is an internet vietnam -based used car marketplace that eases the formalities of buying and selling automobiles to create an innovative experience.,"Xeoto.com.vn is an internet-based used car marketplace that eases the formalities of buying and selling automobiles to create an innovative experience. They provide a platform for both parties to directly communicate and perform transactions, with no hidden charges in the fine print you missed before sealing the deal."
Epixel Solutions,https://e27.co/startup/epixel-soluti,epixelmlmsoftware.com,India,"Enterprise Solution,Software as a Service,Agency & Consulting,Information & Communications Technology",August 2009,,1,"http://www.twitter.com/epixelmlmsoft,https://www.facebook.com/epixelmlmsoftware,https://www.linkedin.com/company/epixelmlmsoftware",,,"From quality to updated technologies, Epixel Solutions has been the most popular and best software development solutions among the world market.","With the latest integrations like blockchain technology, smart contract development, ICO development etc. Epixel Solutions has gained its prominence in the digital world. Alongside the best MLM Software package, Epixel Solutions is now targeting to spread its presence in other platforms with well-advanced features."
Amartha,https://e27.co/startup/amartha,amartha.com,Indonesia,"Consumer,Finance",,,0,"http://www.twitter.com/amarthaid,https://www.facebook.com/amarthaid,https://www.linkedin.com/company/amartha-microfinance",,,Amartha is a peer to peer lending marketplace that connects investors looking to make impact investing and borrowers seeking affordable working capital.,"They believe micro and small business lending is essential to drive inclusive economy. Hence, they are building a new fabric of financial services that is redefining the way people experience about borrowing and lending by transforming micro-business into credit worthy borrowers and making investment more meaningful."
careerconvey,https://e27.co/startup/careerconvey,careerconvey.com,India,,January 1994,,1,"http://www.twitter.com/careerconvey,https://www.facebook.com/careerconvey,https://www.linkedin.com/company/careerconvey/",,,"Career Convey is an great and vast search engine for the students to get higher education. Search and Apply to over thousands of Colleges, University, Coaching with us.",CAREER CONVEY is a leading professional portal which has been established with the motive to provide higher education service to the students. Get Top and Best Universities and Colleges in India.
AssuranceBox,https://e27.co/startup/assurancebox,assurancebox.com,Singapore,"Advertising,Software as a Service,Information & Communications Technology",,,0,https://www.linkedin.com/company/9496922?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9496922%2Cidx%3A1-1-1%2CtarId%3A1438595639890%2Ctas%3Aassurancebox,,,"AssuranceBox is a specialist vendor of digital compliance solutions that supports multinational brand owners and their logistics, manufacturing & distribution partners. ","Headquartered in Singapore, AssuranceBox is a specialist vendor of digital compliance solutions that supports multinational brand owners and their logistics, manufacturing & distribution partners with a combination of customized software and a full suite of managed compliance services."
Octan Media Limited,https://e27.co/startup/octan-media-limited,octanmedia.com,India,"Design ,Agency & Consulting,Information & Communications Technology",January 2007,,0,"http://www.twitter.com/Octan_Media,http://www.linkedin.com/company/octan-media-limited",,,"With a sole aim of bringing IT Services, online marketing and Media under one umbrella, Octan Media Limited has established a mark in the business world. ","With a sole aim of bringing IT Services, online marketing and Media under one umbrella, Octan Media Limited has established a mark in the business world."
SORABITO,https://e27.co/startup/sorabit,sorabito.com,Japan,E-commerce,,,0,,,,Sorabito is the Japanese operator of an online marketplace for heavy machinery.,Sorabito is the Japanese operator of an online marketplace for heavy machinery.
ZEROINFY,https://e27.co/startup/zeroinfy,zeroinfy.com,India,Education,,,0,"http://www.twitter.com/zeroinfy15,https://www.facebook.com/zeroinfy/timeline",,,Zeroinfy is India's online platform for exam preparation.,Zeroinfy is India's online platform for exam preparation.
nanu,https://e27.co/startup/nanu,hellonanu.com,Singapore,"Agency & Consulting,Advertising,Media,Mobile,Software as a Service,Information & Communications Technology",August 2014,,1,"http://www.twitter.com/nanusocial,https://www.facebook.com/nanusocial,https://www.linkedin.com/company/3830831?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3830831%2Cidx%3A2-1-2%2CtarId%3A1468396933069%2Ctas%3Ananu",,,"nanu is a mobile app built to function in low bandwidth 2G networks and congested networks, to enable quality, free calls to and from emerging markets, for free.","nanu is poised to be the leading VoIP app for emerging markets. offering truly free calls to everyone, everywhere, even on 2G, it is the only mobile voice and messaging app that can successfully meet the needs of billions of 2G users worldwide. VoIP apps like Skype, Line and Viber were developed to tailor to the world's first billion, equipped with high speed internet connectivity. nanu’s unique and proprietary technology sets it apart, as it consumes up to 80% less bandwidth than these apps."
FitSense,https://e27.co/startup/fitsense,fitsense.io,Australia,Big Data,,,0,http://www.twitter.com/fitsenseHQ,,,FitSense enables Health & Life insurers to personalize products and services by using app and device data.,FitSense enables Health & Life insurers to personalize products and services by using app and device data.
Ini3 Digital,https://e27.co/startup/ini3-digital,ini3.co.th,Thailand,,,,0,,,,,
Sumo Logic,https://e27.co/startup/sumo-logic,sumologic.com,United States of America,"Agency & Consulting,Big Data,Software as a Service,Information & Communications Technology",January 2010,,0,"http://www.twitter.com/SumoLogic,http://www.facebook.com/Sumo.Logic,http://www.linkedin.com/company/sumo-logic",,,Sumo Logic is the next generation log management and analytics company that leverages Big Data for real-time IT insights.,"Sumo Logic started out in 2010 by experts in log management, scalable systems, Big Data, and security. They imagined a world of Yottabyte-scale machine data, where machine learning algorithms could make sense of it all. Today, their purpose-built Cloud-native service has scaled to over 4 Petabytes of data, and their amazing team is focused on delivering data-driven insight to enterprises worldwide. Their mission is to enable businesses to harness the power of machine data to improve their operations and deliver outstanding customer experience at Enterprise scale."
SF Negotiator,https://e27.co/startup/sf-negotiator,sfnegotiator.com,United States of America,"Agency & Consulting,Consulting",,,1,,,,Do you use Salesforce? Then you might be drastically overpaying. We save our clients more than 20% on IT software costs through expert contract negotiation services.,SF Negotiator is an expert in advisory services and we help private and public clients to cut IT software expenses by 10-50%. Our effective strategy development & execution services and contract negotiation tactics help us in reducing the in-house expenses of our valuable clients. Contact our team of experts today to maximize savings!
Sceincewerk,https://e27.co/startup/sceincewerk,sciencewerk.net,Indonesia,Design,,,0,"http://www.twitter.com/sciencewerk,https://www.facebook.com/sciencewerkdesign/timeline,https://www.linkedin.com/company/sciencewerk-studio",,,They help people to grow their business and evolve their brands with design thinking for the mass.,They help people to grow their business and evolve their brands with design thinking for the mass.
Sassor,https://e27.co/startup/sassor,sassor.com,Japan,"Design ,Energy,Hardware,Internet of Things,Media,Mobile",September 2010,,0,"http://www.twitter.com/elp_sassor,https://www.facebook.com/SassorInc,https://www.linkedin.com/company/sassor-inc-",,,Sassor is a Japanese service design company engaged in the production and business development of various devices and services.,"Energy Literacy Platform is a tool that tells us how much electricity we use at home. Saving electricity is both environmentally and economically friendly but very few people truly understand its impact most people do not know how much energy is consumed by each electronic appliance and how much electricity we are saving by regularly turning off the power switch. For most of them, they only think about their electricity consumption when they  receive their electric bill. But even these bills do not indicate how much energy was used on the refrigerator or the vacuum-cleaner. Their product, Energy Literacy Platform, allows users to see just how much energy has been used on a daily basis and educate them about how to effectively save energy."
Mr Cash for Cars,https://e27.co/startup/mr-cash-for-car,mrcashforcars.com.au,Australia,,,,1,,,,Mr Cash for Cars aims to provide distinguished high quality vehicle removals services in and around the Perth region. We have been serving the Australian people of Perth with our Cash for Cars and veh,
MTM Transport & Logistics,https://e27.co/startup/mtm-transport-and-logistic,mtmlogistics.com.au,Australia,"E-commerce,Logistics/Supply Chain,Transportation",,,1,"http://www.twitter.com/mtmlogistics,https://www.facebook.com/MTMLogistics,https://www.linkedin.com/company/mtm-logistics/",,,We are a 3PL (third party logistics) warehousing and transportation company.,"We are offering services such as complete 3rd Party Warehousing Storage & Distribution in Brisbane, 3PL (Third Party Logistics), Container De Stuffing, Hard Stand Storage, Palletising, Stock Control, Pick & Pack orders, and Transport needs at affordable cost. Start with us at $6.00/week."
GoSwiff,https://e27.co/startup/goswiff,goswiff.com,Singapore,"E-commerce,Finance,Advertising,Mobile,Software as a Service",,,0,"http://www.twitter.com/goSwiff,https://www.facebook.com/Swiffpay,https://www.linkedin.com/company/1497528?trk=tyah",,,"GoSwiff is a leading provider of mobile payment platforms and marketing solutions. They offer an integrated mobile commerce platform for online, mobile and in-store payment acceptance systems.","GoSwiff is a leading provider of mobile payment platforms and marketing solutions. They offer an integrated mobile commerce platform for online, mobile and in-store payment acceptance systems – and are helping to meet the growing demand for digital payments in both emerging and developed markets."
AdUrCup,https://e27.co/startup/adurcup,adurcup.com,India,"Advertising,Food & Beverage",,,0,"http://www.twitter.com/adurcup1,https://www.facebook.com/Adurcup-1532526223686913",,,AdUrCup is a procurement application for quick service restaurants,AdUrCup is a procurement application for quick service restaurants.
ULAVI TECHNOLOGIES PTE LTD,https://e27.co/startup/ulavi-technologies-pte-ltd,WWW.ULAVITECH.COM,Singapore,"Enterprise Solution,Food & Beverage,Healthtech,Insurtech,Mobile,Retail,Software as a Service,Agency & Consulting,Transportation,Travel",November 2016,,1,"http://www.twitter.com/ulavitech,http://www.facebook.com/ulavitech,http://www.linkedin.com/in/ulavitech",,,"DIGITIZATION that reinvents business models, simplify Go-To-Market processes, deliver employee/partner satisfaction, positive experiences for our customers, end-users using our innovative IT Solutions","ULAVI Technologies will be launching TOUREZEE Platform & Marketplace in Q1-2018. It aggregates the Travel & Tourism Continuum by redefining the traveler and travel stakeholders’ interaction using technologies like CHATBOT, AI (IBM WATSON) for AUTO Quote Generation, Microsoft AZURE CLOUD, MOBILE Apps & Analytical solutions that increases User Experience, Productivity, and Business Revenue & Growth."
STProperty,https://e27.co/startup/stproperty,stproperty.sg,Singapore,Real Estate,,,0,,,,STProperty brings you all your property needs on one dedicated site.,STProperty brings you all your property needs on one dedicated site.
Rappio Advertising,https://e27.co/startup/rappio-advertising,rappio.com,India,Advertising,,,0,"http://www.twitter.com/Rappioapp,http://facebook.com/rappio",,,Rappio is a digital audio advertising platform. It is a ringtone based application which plays a adjingle in place of a ringtone.,Rappio is a digital audio advertising platform. It is a ringtone based application which plays a adjingle in place of a ringtone.
STASH Fashion,https://e27.co/startup/stash-fashi,stashfashion.com,China,"Big Data,E-commerce",October 2015,,1,https://www.linkedin.com/in/meifenleow,,,STASH Fashion is the 1st female online fashion styling company in China that combines both technology & the human touch of personal stylists to send a personalized curated box of apparels to customers,STASH Fashion is the 1st female online fashion styling company in China that combines both technology & the human touch of personal stylists to send a personalized curated box of apparels to customers
iFoundries Asia Pacific,https://e27.co/startup/ifoundries-asia-pacific-pte-ltd,ifoundries.com,Singapore,"Design ,Mobile,Agency & Consulting,Information & Communications Technology",January 2005,,0,"https://www.facebook.com/ifoundries,https://www.linkedin.com/company/ifoundries-asia-pacific-ptd-ltd",,,iFoundries is an Integrated Web Solutions provider dedicated in aiding businesses in Singapore and around the world increase their profitability and efficiency.,They craft digital strategies for your customers' delightful web experience.
Zipgrid,https://e27.co/startup/zipgrid,zipgrid.co,India,"Real Estate,Platform",,,0,https://www.linkedin.com/company/5065416,,,"Zipgrid connects communities online, helps community managers with efficiency, and enables any connected member to provide feedback via the online portal.","Zipgrid connects communities online, helps community managers with efficiency, and enables any connected member to provide feedback via the online portal."
9series Solutions,https://e27.co/startup/9series-soluti,9spl.com,United States of America,,,,1,,,,Completed 10+ Year in IT Industries. well known Mobile App Development Services and Website Design & Development.,
The Typewriter,https://e27.co/startup/the-typewriter,thetypewriter.org,Hong Kong,"Education,Media,Information & Communications Technology",,,0,"http://www.twitter.com/TypewriterIntl,http://www.facebook.com/TheTypewriterIntl,https://www.linkedin.com/company/the-typewriter",,,An online publication providing a global readership with quality news and genuine opinion articles written only from the local perspective.,An online publication providing a global readership with quality news and genuine opinion articles written only from the local perspective.
Graphics Experts BD LTD,https://e27.co/startup/graphics-experts-bd-ltd,graphicsexpertsbd.com,Bangladesh,"Automotive,Design ,E-commerce",January 1997,,1,"http://www.twitter.com/clippingpath_WH,https://www.facebook.com/graphicsexpertsbd,https://www.linkedin.com/in/clippingpathworkhouse",,,"Our services include Add Background to image photoshop remove black background Photoshop, remove white background from image, remove background editor, delete white background Photoshop, remove white","Our company Graphics Experts Ltd is the right solution for all of your graphic design needs. Graphics Experts Ltd is a graphic studio with its main office in UK and offices in Dhaka, Bangladesh."
JustConnect Pte Ltd,https://e27.co/startup/justconnect-pte-ltd,justconnect.media,Singapore,"Media,Sports",August 2014,,1,"http://www.facebook.com/justrunlah,http://www.linkedin.com/company/13434938/",,,JustConnect Pte Ltd is a media and technology company that serves the active community in Asia – Pacific.,"JustConnect is a sports promotion, media and marketing service provider which owns a number of online and offline platforms. Amongst them is JustRunLah.com, the leading website for Running and Fitness in Asia, connecting more than 250,000 users in Singapore and APAC with page views reaching 750,000 monthly."
Trans Track,https://e27.co/startup/trans-track,trans-track.com,India,"Software as a Service,Agency & Consulting,Transportation",February 2016,,0,"http://www.twitter.com/choicetechlab,https://www.facebook.com/choicetechlab,https://www.linkedin.com/company/choice-techlab-solutions-pvt-ltd",,,Trans-Track is a top-notch transport management software that helps automate your freight operation to ensure seamless management of your fleet.,"The transport management software, i.e., Trans-Track provides end-to-end visibility and considerably reduces expenses by optimizing workflow in real time and optimizing driver and vehicle resources. It comes with nine modules that are specially designed to automate your fleet operations and optimize your transport management. Some of the most important modules include Fleet Management, Transport/Logistics Module, User Role Management, Driver Management, Financial Accounting and Document Management System."
Travel Titli,https://e27.co/startup/travel-titli,traveltitli.com,India,Travel,,,1,"http://www.twitter.com/traveltitli,https://www.facebook.com/traveltitli,https://www.linkedin.com/in/traveltitli-travels-6b6852143",,,"Travel Titli is a Travel consulting company located in South Delhi, India Who organize the travel tour package for All over the world destinations. In Short, Travel Titli goal is to explore the secret","""Travel  Titli"", is a tourism market for such a long time gives the benefit of offering global range of facilities, exclusively, competitive, outstanding and unmatchable services, offering a great variety of programs to meet various Interests Historical, Culture, Religious, Entertaining,  Classical, Leisure, Resorts,  Sports, Safari, Medical, Adventure, Cruise, Wedding, Honeymooners, Cruiser trips and also a Wider range of special programs for both individual and groups. We deal in a lot of destinations including Hong Kong Macau Disneyland Tour Package, Singapore Bali Tour Package, Singapore Malaysia Tour Package, Singapore Malaysia Thailand Tour Package, Dubai Mauritius Tour Package, Srilanka Maldives Tour Package, Hong Kong with Thailand Tour Package, Singapore Tour Package, Malaysia Tour Package, Bali Tour Package, Mauritius Honeymoon Package, Maldives Honeymoon Package, Hong Kong Macau Disneyland Holiday Package, Dubai Holiday Package, Srilanka Tour Package, Thailand Tour Package, Peru Tour Package, Switzerland Honeymoon Package, Switzerland Paris Tour Package, Paris Honeymoon Package, Croatia Tour Package, Malta Tour Package, Tashkent Tour Package , Scandinavian Countries, Norway , Ireland , Caribbean Islands, Seychelles All European countries, North and South America, doing groups for Australia and all other destinations.  Our strength is providing Indian Veg meals / Jain meals on all tours. Out Tag Line is “WE DESIGN TOUR BETTER THAN ANYONE” Our website has a lot of information about tour packages online. Visit  http://www.traveltitli.com/ Call @ +91-8178530209."
Jozu for Women Inc,https://e27.co/startup/jozu-for-women-inc,jozuforwomen.com,United States of America,,,,1,,,,Jozu for Women is a women's travel network. ,
Cre8 Community + Workspace,https://e27.co/startup/cre8-community-workspace,cre8.id,Indonesia,,,,1,,,,"Cre8 Community + Workspace is a company with global footprint, powered by VOffice Indonesia that specializes in providing work space & related services; coworking space, private office, etc.",
Moneybook2u.Com,https://e27.co/startup/moneybook2u-com,moneybook2u.com,Bangladesh,"E-commerce,Finance,Platform,Information & Communications Technology",November 2010,,0,"http://www.twitter.com/moneybook2u,https://www.facebook.com/moneybook2u,http://bd.linkedin.com/in/moneybook2u",,,"Moneybook is a social utility that helps people earn money through internet & Communicate more efficiently with their friends, family and coworkers.","Moneybook is a social utility that helps people earn money through internet & Communicate more efficiently with their friends, family and coworkers. Moneybook helps connect people with the digital mapping of people's real-world social connections. Anyone can sign up for Moneybook and earn money as well as interact with the people they know in a trusted environment."
Tonight.at,https://e27.co/startup/tonight-at,tonight.at,Japan,"E-commerce,Enterprise Solution",,,0,https://www.facebook.com/tonight.at/timeline,,,"From luxury hotels to casual hotel, you can be reserved to smart the previous deals plan with a minimum of 10 seconds, the mobile application ""Tonight""","Tonight.at is an accommodation booking application.  From luxury hotels to casual hotel, you can be reserved to smart the previous deals plan with a minimum of 10 seconds, the mobile application ""Tonight""."
Eitren,https://e27.co/startup/eitre,eitren.com,Indonesia,"Internet of Things,Advertising,Platform,Agency & Consulting,Information & Communications Technology",April 2018,,1,"http://www.twitter.com/eitrenID,http://www.facebook.com/eitrenID,https://www.linkedin.com/company/eitrenID",,,"We providing trending digital inspiration to support and improve online business,",Eitren -- Digital Trends Inspiration
Greedy,https://e27.co/startup/greedy,greedyapp.com,Kazakhstan,"Big Data,Mobile,Software as a Service,Information & Communications Technology",July 2015,,0,"http://www.twitter.com/greedyrun,https://www.facebook.com/greedyrun/info?tab=page_info",,,"Greedy is a real world game to find best grocery prices It is a comparative analytics tools for grocery stores, with crowdsourced data.","Greedy is crowdsourced data analytics tool, aimed to provide grocery shops and supermarkets the information about customer knowledge, competitors prices, products reviews, geotargeted products demand etc. At the same time their application serves good services to consumers, allowing them to see and precalculate prices for everyday shopping routines."
Freshboxx,https://e27.co/startup/freshboxx,freshboxx.in,India,"E-commerce,Food & Beverage,Retail",,,0,http://www.twitter.com/freshboxx_in,,,Freshboxx deliver fresh and organic quality fruits and vegetables at your door steps by reasonable price.,Freshboxx deliver fresh and organic quality fruits and vegetables at your door steps by reasonable price.
Proof,https://e27.co/startup/proof,proofsuite.com,South Korea,,,,1,,,,,
Triple W Media,https://e27.co/startup/triple-w-media,triplewmedia.com,Singapore,"Design ,E-commerce,Advertising",January 2018,,1,"http://www.twitter.com/triplewmedia,https://www.facebook.com/triplewmedia",,,"We strive to help businesses of all sizes generate a higher return from their online efforts. We provide full-fledged digital solutions to generate more online leads, engagements, calls & conversion.","Triple W Media is a Full-Service Web Design Company, offering one-stop solutions from Web Development Services (such as Web Design, Web Development, E-Commerce Websites, Content Management Systems), Digital Marketing Services (such as Search Engine Optimisation, Search Engine Marketing, Social Media Marketing and Email marketing) and Creative Media Services (such as Branding, Logo Design, Packaging Design)."
Crazzy Bazaar,https://e27.co/startup/crazzy-bazaar,crazzybazaar.com,India,E-commerce,,,0,http://www.twitter.com/CrazzyBazaar,,,Being Crazzy is Sensible !! They are a hyperlocal marketplace combining both online and offline shopping with a host of other features!!,Being Crazzy is Sensible !! They are a hyperlocal marketplace combining both online and offline shopping with a host of other features!!
BS Studio,https://e27.co/startup/bs-studi,bitesizestudio.com,Singapore,"Advertising,Media,PR & Communications,Platform",March 2017,,1,,,,We pair advertisers with relevant influencers. ,
Allied Control,https://e27.co/startup/allied-control,allied-control.com,Hong Kong,"Enterprise Solution,Agency & Consulting,Software as a Service",,,0,"http://www.twitter.com/AlliedControl,https://www.facebook.com/sharer.php?u=http%3A%2F%2Fwww.allied-control.com,https://www.linkedin.com/groups/6562191/profile",,,Allied Control is a professional solutions provider to consult and implement practical immersion cooling technology.,"Allied Control is a professional solutions provider to consult and implement practical immersion cooling technology. With the founders and supporters coming from various electronics and industrial fields, the company specializes in creating commercially feasible solutions for high density applications."
Storify News,https://e27.co/startup/storify-new,storifynews.com,Singapore,,September 2018,,1,"http://www.twitter.com/storifynewz,https://www.facebook.com/storifynews,https://www.linkedin.com/company/storify-news/",,,"Make the Web, Tell a Story - Breaking News and latest News Today.","Storify News is an online breaking news and entertainment magazine dedicated to the intersection of trending news, compelling books, technology, hollywood and Bollywood, Politics, US News, Asia News, Europe News, South Africa News, Australia News, Real Estate, Business, Health, Travel, Opinions, Sports, celebrity style, culture and everything in-between."
On-Foot Digital,https://e27.co/startup/on-foot-digital,onfootdigital.com,Philippines,Media,,,0,"https://www.facebook.com/onfootdigital/,https://www.linkedin.com/company/on-foot-digital-pte-ltd-",,,On-Foot Digital is a vision to bridge the gap between unique digital media solutions and the individuals seeking them.,On-Foot Digital is a vision to bridge the gap between unique digital media solutions and the individuals seeking them.
nCinga,https://e27.co/startup/ncinga,ncinga.com,Singapore,"Big Data,Agency & Consulting,Information & Communications Technology",April 2013,,0,https://www.facebook.com/ncingaasia,,,"nCinga is on a mission of unlocking the power of data to help companies make real-time decisions using fast data, analytics and insights.","Most businesses today are not using even 10% of their data in a productive manner. This is due to data disconnect, data variety, missing data and technologies behind their data. nCinga Spark platform integrates all kinds of such data in to one uniform data fabric where business can interact with data to visualize, analyze and make decisions."
Drishti Tech,https://e27.co/startup/drishti-tech,ameyo.com,India,Software as a Service,,,0,"https://www.facebook.com/DrishtiSoft,https://www.linkedin.com/company/drishti-tech",,,Drishti is an innovator of communication technologies. Providing call center software and CIM applications to BPOs & enterprises.,Drishti is an innovator of communication technologies. Providing call center software and CIM applications to BPOs & enterprises.
QiK Stay,https://e27.co/startup/qik-stay,qikstay.com,India,"E-commerce,Travel,Information & Communications Technology",June 2015,,0,"http://www.twitter.com/Qik_Stay,https://www.facebook.com/qikstay,https://www.linkedin.com/company/qik-stay",,,QiK Stay is India’s fastest growing network of affordable premium hotels.,"Remember the days when travelling in a flight, using a taxi, having a smartphone, wearing high-end fashion clothes, eating out at cafes were considered as luxuries? Well, not anymore. Why? Because somebody dared to think different!"
TemanTakita,https://e27.co/startup/temantakita,temantakita.com,Indonesia,"Education,Agency & Consulting",,,0,"http://www.twitter.com/takita,https://www.facebook.com/TemanTakita",,,Portal for talent of children; tips and guidances for talent development; coverage of children's talent activities; profiles of children and people who success because of their talent.,"When turned the life of public figures, they will get the story of the struggle of their parents. A story that shows that parents are a child's education foundation. Unfortunately, many parents are still having difficulties in developing the child's talents. Difficulties range from the lack of knowledge of how to develop the talents of children, lack of knowledge of the diversity of talents of children and success stories of people who have a unique talent, to the limited information on places and activities on the development of the child's talents."
flipClass,https://e27.co/startup/flipcla,flipclass.com,India,"Education,Agency & Consulting,Information & Communications Technology",,,0,"http://www.twitter.com/FlipclassIndia,http://www.facebook.com/flipClass,http://www.linkedin.com/company/gyankosh-solutions-pvt-ltd",,,"flipClass.com is India's leading marketplace for quality home tuition, connecting budding and passionate teachers to students across the country.","flipClass.com is India's leading marketplace for quality home tuitions, connecting budding and passionate teachers to students across the country. They provide part-time tutors who come to your home and teach your child, helping him/her build a strong foundation in key subject areas."
